t_s,a_code,b_code,c,d
0.01984,115,112,0,0
0.01985,115,112,0,0
0.01986,115,112,0,0
0.01987,115,112,0,0
0.01988,115,112,0,0
0.01989,115,112,0,0
0.0199,115,112,0,0
0.01991,115,112,0,0
0.01992,115,112,0,0
0.01993,115,112,0,0
0.01994,115,112,0,0
0.01995,115,112,0,0
0.01996,115,112,0,0
0.01997,115,112,0,0
0.01998,115,111,0,0
0.01999,114,112,0,0
0.02,179,112,0,0
0.02001,180,111,0,0
0.02002,180,112,0,0
0.02003,179,112,0,0
0.02004,179,112,0,0
0.02005,179,112,0,0
0.02006,180,112,0,0
0.02007,180,112,0,0
0.02008,179,111,0,0
0.02009,179,112,0,0
0.0201,179,111,0,0
0.02011,180,112,0,0
0.02012,180,111,0,0
0.02013,180,112,0,0
0.02014,179,112,0,0
0.02015,179,112,0,0
0.02016,180,112,0,0
0.02017,180,111,0,0
0.02018,179,112,0,0
0.02019,179,112,0,0
0.0202,180,112,0,0
0.02021,180,112,0,0
0.02022,179,112,0,0
0.02023,180,112,0,0
0.02024,179,112,0,0
0.02025,179,112,0,0
0.02026,180,112,0,0
0.02027,180,111,0,0
0.02028,180,112,0,0
0.02029,179,112,0,0
0.0203,179,112,0,0
0.02031,179,112,0,0
0.02032,180,111,0,0
0.02033,180,112,0,0
0.02034,179,112,0,0
0.02035,179,112,0,0
0.02036,179,112,0,0
0.02037,180,112,0,0
0.02038,180,112,0,0
0.02039,179,111,0,0
0.0204,179,112,0,0
0.02041,180,112,0,0
0.02042,180,112,0,0
0.02043,180,112,0,0
0.02044,179,112,0,0
0.02045,179,112,0,0
0.02046,180,112,0,0
0.02047,180,112,0,0
0.02048,180,112,0,0
0.02049,179,112,0,0
0.0205,115,111,0,0
0.02051,115,112,0,0
0.02052,115,112,0,0
0.02053,115,112,0,0
0.02054,115,112,0,0
0.02055,115,112,0,0
0.02056,115,112,0,0
0.02057,115,112,0,0
0.02058,115,112,0,0
0.02059,115,112,0,0
0.0206,115,112,0,0
0.02061,115,112,0,0
0.02062,115,112,0,0
0.02063,115,112,0,0
0.02064,115,112,0,0
0.02065,115,112,0,0
0.02066,115,112,0,0
0.02067,115,112,0,0
0.02068,115,112,0,0
0.02069,115,111,0,0
0.0207,115,112,0,0
0.02071,115,112,0,0
0.02072,115,112,0,0
0.02073,115,112,0,0
0.02074,115,112,0,0
0.02075,115,112,0,0
0.02076,115,112,0,0
0.02077,115,112,0,0
0.02078,115,111,0,0
0.02079,115,112,0,0
0.0208,115,112,0,0
0.02081,115,111,0,0
0.02082,115,112,0,0
0.02083,115,112,0,0
0.02084,115,112,0,0
0.02085,115,112,0,0
0.02086,114,112,0,0
0.02087,115,112,0,0
0.02088,115,111,0,0
0.02089,115,112,0,0
0.0209,115,112,0,0
0.02091,115,112,0,0
0.02092,115,112,0,0
0.02093,115,112,0,0
0.02094,115,111,0,0
0.02095,115,112,0,0
0.02096,115,111,0,0
0.02097,115,112,0,0
0.02098,115,112,0,0
0.02099,116,112,0,0
0.021,180,112,0,0
0.02101,179,111,0,0
0.02102,179,111,0,0
0.02103,180,112,0,0
0.02104,180,112,0,0
0.02105,180,111,0,0
0.02106,179,111,0,0
0.02107,179,112,0,0
0.02108,180,112,0,0
0.02109,180,112,0,0
0.0211,179,112,0,0
0.02111,179,112,0,0
0.02112,179,112,0,0
0.02113,179,112,0,0
0.02114,180,112,0,0
0.02115,180,112,0,0
0.02116,180,112,0,0
0.02117,179,112,0,0
0.02118,179,112,0,0
0.02119,180,112,0,0
0.0212,180,112,0,0
0.02121,179,112,0,0
0.02122,179,112,0,0
0.02123,180,112,0,0
0.02124,180,112,0,0
0.02125,180,112,0,0
0.02126,179,112,0,0
0.02127,180,112,0,0
0.02128,180,112,0,0
0.02129,180,112,0,0
0.0213,180,112,0,0
0.02131,180,112,0,0
0.02132,180,112,0,0
0.02133,179,112,0,0
0.02134,180,112,0,0
0.02135,180,112,0,0
0.02136,180,111,0,0
0.02137,179,112,0,0
0.02138,180,111,0,0
0.02139,180,112,0,0
0.0214,180,112,0,0
0.02141,179,111,0,0
0.02142,179,112,0,0
0.02143,179,111,0,0
0.02144,179,112,0,0
0.02145,180,111,0,0
0.02146,180,112,0,0
0.02147,179,112,0,0
0.02148,179,112,0,0
0.02149,180,112,0,0
0.0215,115,112,0,0
0.02151,115,112,0,0
0.02152,115,112,0,0
0.02153,115,112,0,0
0.02154,115,111,0,0
0.02155,115,112,0,0
0.02156,115,112,0,0
0.02157,115,112,0,0
0.02158,114,112,0,0
0.02159,115,112,0,0
0.0216,115,112,0,0
0.02161,115,112,0,0
0.02162,115,112,0,0
0.02163,115,112,0,0
0.02164,115,112,0,0
0.02165,115,112,0,0
0.02166,115,112,0,0
0.02167,115,112,0,0
0.02168,115,112,0,0
0.02169,115,112,0,0
0.0217,115,112,0,0
0.02171,115,112,0,0
0.02172,115,112,0,0
0.02173,115,112,0,0
0.02174,114,112,0,0
0.02175,115,112,0,0
0.02176,115,111,0,0
0.02177,115,111,0,0
0.02178,115,112,0,0
0.02179,115,112,0,0
0.0218,115,112,0,0
0.02181,115,112,0,0
0.02182,115,112,0,0
0.02183,115,112,0,0
0.02184,115,112,0,0
0.02185,115,112,0,0
0.02186,115,112,0,0
0.02187,115,112,0,0
0.02188,115,112,0,0
0.02189,115,111,0,0
0.0219,115,112,0,0
0.02191,115,112,0,0
0.02192,115,111,0,0
0.02193,115,112,0,0
0.02194,115,111,0,0
0.02195,115,112,0,0
0.02196,115,112,0,0
0.02197,115,112,0,0
0.02198,115,111,0,0
0.02199,115,112,0,0
0.022,180,111,0,0
0.02201,180,112,0,0
0.02202,180,112,0,0
0.02203,179,112,0,0
0.02204,179,111,0,0
0.02205,179,111,0,0
0.02206,180,112,0,0
0.02207,180,112,0,0
0.02208,180,112,0,0
0.02209,180,112,0,0
0.0221,180,112,0,0
0.02211,180,112,0,0
0.02212,180,112,0,0
0.02213,179,111,0,0
0.02214,179,112,0,0
0.02215,179,111,0,0
0.02216,180,112,0,0
0.02217,180,112,0,0
0.02218,180,112,0,0
0.02219,179,112,0,0
0.0222,179,112,0,0
0.02221,180,112,0,0
0.02222,180,112,0,0
0.02223,180,112,0,0
0.02224,179,111,0,0
0.02225,179,112,0,0
0.02226,180,112,0,0
0.02227,180,112,0,0
0.02228,180,112,0,0
0.02229,180,112,0,0
0.0223,179,111,0,0
0.02231,180,112,0,0
0.02232,180,112,0,0
0.02233,180,112,0,0
0.02234,180,112,0,0
0.02235,179,112,0,0
0.02236,180,111,0,0
0.02237,180,112,0,0
0.02238,180,112,0,0
0.02239,180,112,0,0
0.0224,180,112,0,0
0.02241,180,112,0,0
0.02242,180,112,0,0
0.02243,180,112,0,0
0.02244,180,111,0,0
0.02245,179,112,0,0
0.02246,179,112,0,0
0.02247,180,112,0,0
0.02248,180,111,0,0
0.02249,179,111,0,0
0.0225,114,112,0,0
0.02251,115,112,0,0
0.02252,115,112,0,0
0.02253,115,111,0,0
0.02254,115,112,0,0
0.02255,115,111,0,0
0.02256,114,112,0,0
0.02257,115,112,0,0
0.02258,115,112,0,0
0.02259,115,112,0,0
0.0226,115,112,0,0
0.02261,115,112,0,0
0.02262,115,112,0,0
0.02263,115,112,0,0
0.02264,115,112,0,0
0.02265,115,112,0,0
0.02266,115,112,0,0
0.02267,115,112,0,0
0.02268,115,112,0,0
0.02269,115,112,0,0
0.0227,115,112,0,0
0.02271,115,112,0,0
0.02272,115,111,0,0
0.02273,115,111,0,0
0.02274,115,112,0,0
0.02275,115,111,0,0
0.02276,114,112,0,0
0.02277,115,112,0,0
0.02278,115,112,0,0
0.02279,115,112,0,0
0.0228,114,112,0,0
0.02281,115,112,0,0
0.02282,115,112,0,0
0.02283,115,112,0,0
0.02284,115,112,0,0
0.02285,115,111,0,0
0.02286,115,112,0,0
0.02287,115,112,0,0
0.02288,115,111,0,0
0.02289,115,112,0,0
0.0229,115,112,0,0
0.02291,115,112,0,0
0.02292,115,112,0,0
0.02293,115,111,0,0
0.02294,115,112,0,0
0.02295,115,112,0,0
0.02296,115,112,0,0
0.02297,115,112,0,0
0.02298,115,112,0,0
0.02299,116,112,0,0
0.023,179,112,0,0
0.02301,179,112,0,0
0.02302,179,112,0,0
0.02303,180,112,0,0
0.02304,180,112,0,0
0.02305,179,112,0,0
0.02306,179,111,0,0
0.02307,179,112,0,0
0.02308,180,111,0,0
0.02309,179,111,0,0
0.0231,180,111,0,0
0.02311,179,112,0,0
0.02312,179,112,0,0
0.02313,180,112,0,0
0.02314,180,112,0,0
0.02315,180,112,0,0
0.02316,179,111,0,0
0.02317,179,112,0,0
0.02318,180,112,0,0
0.02319,180,112,0,0
0.0232,180,112,0,0
0.02321,180,112,0,0
0.02322,179,111,0,0
0.02323,180,112,0,0
0.02324,180,112,0,0
0.02325,180,112,0,0
0.02326,180,112,0,0
0.02327,179,112,0,0
0.02328,180,112,0,0
0.02329,180,112,0,0
0.0233,180,112,0,0
0.02331,179,112,0,0
0.02332,179,112,0,0
0.02333,179,112,0,0
0.02334,180,112,0,0
0.02335,180,112,0,0
0.02336,179,112,0,0
0.02337,179,112,0,0
0.02338,179,111,0,0
0.02339,179,112,0,0
0.0234,180,111,0,0
0.02341,179,112,0,0
0.02342,179,112,0,0
0.02343,179,112,0,0
0.02344,180,112,0,0
0.02345,180,112,0,0
0.02346,179,112,0,0
0.02347,179,112,0,0
0.02348,180,112,0,0
0.02349,180,112,0,0
0.0235,116,112,0,0
0.02351,115,111,0,0
0.02352,115,112,0,0
0.02353,115,111,0,0
0.02354,115,112,0,0
0.02355,115,112,0,0
0.02356,115,112,0,0
0.02357,115,111,0,0
0.02358,115,112,0,0
0.02359,115,112,0,0
0.0236,115,111,0,0
0.02361,115,111,0,0
0.02362,115,112,0,0
0.02363,115,112,0,0
0.02364,115,112,0,0
0.02365,115,112,0,0
0.02366,115,112,0,0
0.02367,115,112,0,0
0.02368,115,112,0,0
0.02369,115,112,0,0
0.0237,115,112,0,0
0.02371,115,112,0,0
0.02372,115,112,0,0
0.02373,115,111,0,0
0.02374,115,112,0,0
0.02375,115,112,0,0
0.02376,116,112,0,0
0.02377,115,112,0,0
0.02378,115,112,0,0
0.02379,115,112,0,0
0.0238,115,112,0,0
0.02381,115,111,0,0
0.02382,115,112,0,0
0.02383,115,112,0,0
0.02384,115,112,0,0
0.02385,115,112,0,0
0.02386,115,112,0,0
0.02387,115,112,0,0
0.02388,115,112,0,0
0.02389,115,111,0,0
0.0239,115,111,0,0
0.02391,115,111,0,0
0.02392,115,111,0,0
0.02393,115,112,0,0
0.02394,115,112,0,0
0.02395,115,112,0,0
0.02396,115,112,0,0
0.02397,115,111,0,0
0.02398,115,112,0,0
0.02399,115,112,0,0
0.024,180,112,0,0
0.02401,180,112,0,0
0.02402,180,111,0,0
0.02403,179,112,0,0
0.02404,179,112,0,0
0.02405,180,112,0,0
0.02406,180,111,0,0
0.02407,179,111,0,0
0.02408,179,112,0,0
0.02409,179,112,0,0
0.0241,180,112,0,0
0.02411,180,112,0,0
0.02412,179,112,0,0
0.02413,179,112,0,0
0.02414,179,112,0,0
0.02415,180,112,0,0
0.02416,180,111,0,0
0.02417,180,111,0,0
0.02418,179,112,0,0
0.02419,180,112,0,0
0.0242,180,112,0,0
0.02421,180,112,0,0
0.02422,180,112,0,0
0.02423,179,112,0,0
0.02424,179,111,0,0
0.02425,180,112,0,0
0.02426,180,112,0,0
0.02427,180,112,0,0
0.02428,179,112,0,0
0.02429,179,112,0,0
0.0243,180,112,0,0
0.02431,180,112,0,0
0.02432,180,112,0,0
0.02433,180,112,0,0
0.02434,180,112,0,0
0.02435,180,112,0,0
0.02436,180,112,0,0
0.02437,180,112,0,0
0.02438,180,112,0,0
0.02439,179,112,0,0
0.0244,180,111,0,0
0.02441,180,111,0,0
0.02442,180,112,0,0
0.02443,180,112,0,0
0.02444,179,111,0,0
0.02445,180,112,0,0
0.02446,180,112,0,0
0.02447,179,111,0,0
0.02448,180,112,0,0
0.02449,179,112,0,0
0.0245,115,111,0,0
0.02451,115,112,0,0
0.02452,115,112,0,0
0.02453,115,112,0,0
0.02454,115,112,0,0
0.02455,115,112,0,0
0.02456,115,112,0,0
0.02457,115,112,0,0
0.02458,115,112,0,0
0.02459,115,112,0,0
0.0246,115,112,0,0
0.02461,116,112,0,0
0.02462,115,112,0,0
0.02463,115,112,0,0
0.02464,115,112,0,0
0.02465,115,111,0,0
0.02466,115,111,0,0
0.02467,115,112,0,0
0.02468,115,112,0,0
0.02469,115,112,0,0
0.0247,115,112,0,0
0.02471,115,112,0,0
0.02472,115,112,0,0
0.02473,115,112,0,0
0.02474,115,112,0,0
0.02475,115,112,0,0
0.02476,115,112,0,0
0.02477,115,112,0,0
0.02478,115,112,0,0
0.02479,115,112,0,0
0.0248,115,112,0,0
0.02481,116,111,0,0
0.02482,115,112,0,0
0.02483,115,112,0,0
0.02484,115,112,0,0
0.02485,115,112,0,0
0.02486,115,112,0,0
0.02487,115,112,0,0
0.02488,115,111,0,0
0.02489,115,112,0,0
0.0249,115,112,0,0
0.02491,115,112,0,0
0.02492,115,111,0,0
0.02493,115,112,0,0
0.02494,115,112,0,0
0.02495,115,111,0,0
0.02496,115,112,0,0
0.02497,115,112,0,0
0.02498,115,112,0,0
0.02499,115,112,0,0
0.025,180,112,0,0
0.02501,179,111,0,0
0.02502,179,111,0,0
0.02503,179,112,0,0
0.02504,179,112,0,0
0.02505,179,112,0,0
0.02506,179,112,0,0
0.02507,180,111,0,0
0.02508,180,111,0,0
0.02509,179,112,0,0
0.0251,179,112,0,0
0.02511,179,112,0,0
0.02512,180,112,0,0
0.02513,180,112,0,0
0.02514,180,112,0,0
0.02515,179,112,0,0
0.02516,180,112,0,0
0.02517,180,112,0,0
0.02518,180,111,0,0
0.02519,180,112,0,0
0.0252,180,112,0,0
0.02521,179,112,0,0
0.02522,180,112,0,0
0.02523,179,112,0,0
0.02524,180,112,0,0
0.02525,180,112,0,0
0.02526,179,112,0,0
0.02527,180,112,0,0
0.02528,180,112,0,0
0.02529,179,112,0,0
0.0253,179,112,0,0
0.02531,179,112,0,0
0.02532,180,112,0,0
0.02533,180,111,0,0
0.02534,179,112,0,0
0.02535,179,112,0,0
0.02536,179,111,0,0
0.02537,180,112,0,0
0.02538,180,112,0,0
0.02539,179,112,0,0
0.0254,179,112,0,0
0.02541,179,112,0,0
0.02542,180,112,0,0
0.02543,180,112,0,0
0.02544,180,112,0,0
0.02545,180,112,0,0
0.02546,180,112,0,0
0.02547,180,112,0,0
0.02548,180,112,0,0
0.02549,180,112,0,0
0.0255,115,112,0,0
0.02551,114,112,0,0
0.02552,115,112,0,0
0.02553,115,112,0,0
0.02554,115,111,0,0
0.02555,115,112,0,0
0.02556,115,112,0,0
0.02557,115,111,0,0
0.02558,115,112,0,0
0.02559,115,112,0,0
0.0256,115,112,0,0
0.02561,115,111,0,0
0.02562,115,111,0,0
0.02563,115,111,0,0
0.02564,115,112,0,0
0.02565,115,112,0,0
0.02566,115,111,0,0
0.02567,115,112,0,0
0.02568,115,112,0,0
0.02569,115,112,0,0
0.0257,115,112,0,0
0.02571,115,112,0,0
0.02572,115,112,0,0
0.02573,115,112,0,0
0.02574,115,112,0,0
0.02575,115,112,0,0
0.02576,115,112,0,0
0.02577,115,112,0,0
0.02578,115,112,0,0
0.02579,116,111,0,0
0.0258,115,112,0,0
0.02581,115,112,0,0
0.02582,115,112,0,0
0.02583,116,112,0,0
0.02584,115,112,0,0
0.02585,115,112,0,0
0.02586,115,112,0,0
0.02587,115,112,0,0
0.02588,115,111,0,0
0.02589,115,112,0,0
0.0259,115,111,0,0
0.02591,115,112,0,0
0.02592,115,112,0,0
0.02593,115,112,0,0
0.02594,115,112,0,0
0.02595,115,112,0,0
0.02596,115,112,0,0
0.02597,115,112,0,0
0.02598,115,112,0,0
0.02599,116,112,0,0
0.026,180,111,0,0
0.02601,180,112,0,0
0.02602,180,111,0,0
0.02603,180,112,0,0
0.02604,180,112,0,0
0.02605,180,112,0,0
0.02606,180,112,0,0
0.02607,179,111,0,0
0.02608,179,112,0,0
0.02609,180,112,0,0
0.0261,180,112,0,0
0.02611,179,111,0,0
0.02612,179,112,0,0
0.02613,179,111,0,0
0.02614,180,112,0,0
0.02615,180,112,0,0
0.02616,180,111,0,0
0.02617,179,112,0,0
0.02618,179,111,0,0
0.02619,180,112,0,0
0.0262,180,112,0,0
0.02621,180,112,0,0
0.02622,179,112,0,0
0.02623,180,112,0,0
0.02624,180,112,0,0
0.02625,180,111,0,0
0.02626,180,112,0,0
0.02627,180,112,0,0
0.02628,180,112,0,0
0.02629,180,112,0,0
0.0263,180,112,0,0
0.02631,180,112,0,0
0.02632,180,112,0,0
0.02633,179,112,0,0
0.02634,180,112,0,0
0.02635,180,112,0,0
0.02636,179,112,0,0
0.02637,180,112,0,0
0.02638,179,112,0,0
0.02639,180,112,0,0
0.0264,180,111,0,0
0.02641,180,112,0,0
0.02642,180,112,0,0
0.02643,180,112,0,0
0.02644,180,112,0,0
0.02645,180,111,0,0
0.02646,180,112,0,0
0.02647,180,112,0,0
0.02648,180,112,0,0
0.02649,180,112,0,0
0.0265,115,112,0,0
0.02651,115,112,0,0
0.02652,115,112,0,0
0.02653,115,111,0,0
0.02654,115,112,0,0
0.02655,116,112,0,0
0.02656,115,112,0,0
0.02657,115,112,0,0
0.02658,115,112,0,0
0.02659,115,111,0,0
0.0266,115,112,0,0
0.02661,115,112,0,0
0.02662,115,112,0,0
0.02663,115,112,0,0
0.02664,115,112,0,0
0.02665,115,112,0,0
0.02666,115,112,0,0
0.02667,115,112,0,0
0.02668,115,111,0,0
0.02669,115,112,0,0
0.0267,115,111,0,0
0.02671,115,112,0,0
0.02672,115,112,0,0
0.02673,115,112,0,0
0.02674,115,112,0,0
0.02675,115,112,0,0
0.02676,115,112,0,0
0.02677,115,112,0,0
0.02678,115,112,0,0
0.02679,115,112,0,0
0.0268,115,112,0,0
0.02681,115,112,0,0
0.02682,115,112,0,0
0.02683,115,112,0,0
0.02684,115,112,0,0
0.02685,115,112,0,0
0.02686,116,112,0,0
0.02687,115,111,0,0
0.02688,115,112,0,0
0.02689,115,112,0,0
0.0269,115,111,0,0
0.02691,115,112,0,0
0.02692,115,112,0,0
0.02693,115,112,0,0
0.02694,115,112,0,0
0.02695,115,111,0,0
0.02696,115,112,0,0
0.02697,115,112,0,0
0.02698,115,112,0,0
0.02699,115,112,0,0
0.027,179,112,0,0
0.02701,180,112,0,0
0.02702,180,112,0,0
0.02703,179,112,0,0
0.02704,179,112,0,0
0.02705,180,112,0,0
0.02706,180,112,0,0
0.02707,180,112,0,0
0.02708,180,112,0,0
0.02709,179,112,0,0
0.0271,180,112,0,0
0.02711,180,112,0,0
0.02712,180,112,0,0
0.02713,180,112,0,0
0.02714,179,112,0,0
0.02715,180,112,0,0
0.02716,180,112,0,0
0.02717,180,112,0,0
0.02718,180,112,0,0
0.02719,179,112,0,0
0.0272,180,111,0,0
0.02721,180,112,0,0
0.02722,180,112,0,0
0.02723,179,112,0,0
0.02724,179,111,0,0
0.02725,180,112,0,0
0.02726,180,111,0,0
0.02727,180,112,0,0
0.02728,180,112,0,0
0.02729,179,111,0,0
0.0273,180,111,0,0
0.02731,180,112,0,0
0.02732,180,112,0,0
0.02733,180,112,0,0
0.02734,180,112,0,0
0.02735,180,111,0,0
0.02736,180,112,0,0
0.02737,180,112,0,0
0.02738,179,111,0,0
0.02739,180,112,0,0
0.0274,180,112,0,0
0.02741,180,112,0,0
0.02742,180,112,0,0
0.02743,180,112,0,0
0.02744,179,112,0,0
0.02745,180,112,0,0
0.02746,180,112,0,0
0.02747,180,111,0,0
0.02748,180,112,0,0
0.02749,179,112,0,0
0.0275,115,112,0,0
0.02751,115,112,0,0
0.02752,115,112,0,0
0.02753,115,112,0,0
0.02754,115,112,0,0
0.02755,115,111,0,0
0.02756,115,112,0,0
0.02757,116,111,0,0
0.02758,115,111,0,0
0.02759,115,112,0,0
0.0276,115,112,0,0
0.02761,115,111,0,0
0.02762,115,112,0,0
0.02763,115,112,0,0
0.02764,115,112,0,0
0.02765,115,112,0,0
0.02766,115,112,0,0
0.02767,115,112,0,0
0.02768,115,112,0,0
0.02769,115,112,0,0
0.0277,115,112,0,0
0.02771,115,112,0,0
0.02772,115,112,0,0
0.02773,115,112,0,0
0.02774,115,112,0,0
0.02775,115,112,0,0
0.02776,115,111,0,0
0.02777,115,112,0,0
0.02778,115,112,0,0
0.02779,115,112,0,0
0.0278,115,112,0,0
0.02781,114,112,0,0
0.02782,115,112,0,0
0.02783,115,112,0,0
0.02784,115,112,0,0
0.02785,115,112,0,0
0.02786,115,112,0,0
0.02787,115,112,0,0
0.02788,115,112,0,0
0.02789,115,112,0,0
0.0279,115,112,0,0
0.02791,115,112,0,0
0.02792,115,111,0,0
0.02793,115,112,0,0
0.02794,115,112,0,0
0.02795,115,112,0,0
0.02796,115,112,0,0
0.02797,115,112,0,0
0.02798,115,112,0,0
0.02799,115,112,0,0
0.028,179,112,0,0
0.02801,180,112,0,0
0.02802,180,112,0,0
0.02803,180,112,0,0
0.02804,180,111,0,0
0.02805,179,112,0,0
0.02806,179,112,0,0
0.02807,180,112,0,0
0.02808,180,112,0,0
0.02809,180,112,0,0
0.0281,179,112,0,0
0.02811,179,112,0,0
0.02812,180,112,0,0
0.02813,180,112,0,0
0.02814,180,112,0,0
0.02815,180,112,0,0
0.02816,179,112,0,0
0.02817,180,112,0,0
0.02818,180,112,0,0
0.02819,180,112,0,0
0.0282,180,112,0,0
0.02821,180,112,0,0
0.02822,180,112,0,0
0.02823,180,112,0,0
0.02824,179,112,0,0
0.02825,180,112,0,0
0.02826,179,112,0,0
0.02827,180,112,0,0
0.02828,180,112,0,0
0.02829,180,111,0,0
0.0283,179,111,0,0
0.02831,180,112,0,0
0.02832,180,111,0,0
0.02833,180,112,0,0
0.02834,180,112,0,0
0.02835,179,112,0,0
0.02836,179,112,0,0
0.02837,180,111,0,0
0.02838,180,112,0,0
0.02839,180,112,0,0
0.0284,179,112,0,0
0.02841,179,112,0,0
0.02842,180,112,0,0
0.02843,180,111,0,0
0.02844,180,112,0,0
0.02845,179,112,0,0
0.02846,179,111,0,0
0.02847,180,112,0,0
0.02848,180,112,0,0
0.02849,180,112,0,0
0.0285,115,112,0,0
0.02851,115,112,0,0
0.02852,115,112,0,0
0.02853,115,112,0,0
0.02854,115,111,0,0
0.02855,115,112,0,0
0.02856,115,112,0,0
0.02857,115,112,0,0
0.02858,115,112,0,0
0.02859,115,111,0,0
0.0286,115,112,0,0
0.02861,115,112,0,0
0.02862,115,112,0,0
0.02863,115,112,0,0
0.02864,115,112,0,0
0.02865,115,112,0,0
0.02866,115,111,0,0
0.02867,115,111,0,0
0.02868,115,112,0,0
0.02869,115,111,0,0
0.0287,115,112,0,0
0.02871,115,112,0,0
0.02872,115,112,0,0
0.02873,115,112,0,0
0.02874,115,112,0,0
0.02875,115,112,0,0
0.02876,115,112,0,0
0.02877,115,112,0,0
0.02878,115,112,0,0
0.02879,116,112,0,0
0.0288,115,112,0,0
0.02881,115,112,0,0
0.02882,115,111,0,0
0.02883,115,112,0,0
0.02884,115,111,0,0
0.02885,115,111,0,0
0.02886,115,111,0,0
0.02887,115,112,0,0
0.02888,115,112,0,0
0.02889,115,112,0,0
0.0289,115,112,0,0
0.02891,115,111,0,0
0.02892,115,111,0,0
0.02893,115,111,0,0
0.02894,115,112,0,0
0.02895,115,112,0,0
0.02896,115,112,0,0
0.02897,115,112,0,0
0.02898,115,111,0,0
0.02899,115,112,0,0
0.029,180,112,0,0
0.02901,180,112,0,0
0.02902,180,112,0,0
0.02903,180,112,0,0
0.02904,180,112,0,0
0.02905,180,112,0,0
0.02906,179,112,0,0
0.02907,179,112,0,0
0.02908,180,112,0,0
0.02909,180,111,0,0
0.0291,180,112,0,0
0.02911,179,112,0,0
0.02912,179,112,0,0
0.02913,180,111,0,0
0.02914,180,112,0,0
0.02915,180,112,0,0
0.02916,179,112,0,0
0.02917,179,112,0,0
0.02918,179,112,0,0
0.02919,180,112,0,0
0.0292,180,112,0,0
0.02921,179,111,0,0
0.02922,179,112,0,0
0.02923,179,112,0,0
0.02924,180,112,0,0
0.02925,180,112,0,0
0.02926,180,112,0,0
0.02927,179,112,0,0
0.02928,180,112,0,0
0.02929,180,112,0,0
0.0293,180,111,0,0
0.02931,180,112,0,0
0.02932,179,112,0,0
0.02933,180,112,0,0
0.02934,180,112,0,0
0.02935,180,112,0,0
0.02936,180,112,0,0
0.02937,179,112,0,0
0.02938,180,112,0,0
0.02939,180,112,0,0
0.0294,180,112,0,0
0.02941,179,112,0,0
0.02942,179,112,0,0
0.02943,179,112,0,0
0.02944,179,111,0,0
0.02945,180,112,0,0
0.02946,179,112,0,0
0.02947,179,112,0,0
0.02948,179,112,0,0
0.02949,179,112,0,0
0.0295,115,111,0,0
0.02951,115,112,0,0
0.02952,115,112,0,0
0.02953,115,112,0,0
0.02954,114,111,0,0
0.02955,115,112,0,0
0.02956,116,112,0,0
0.02957,115,112,0,0
0.02958,115,112,0,0
0.02959,115,112,0,0
0.0296,115,112,0,0
0.02961,116,112,0,0
0.02962,115,112,0,0
0.02963,115,112,0,0
0.02964,115,111,0,0
0.02965,115,112,0,0
0.02966,115,111,0,0
0.02967,115,112,0,0
0.02968,115,112,0,0
0.02969,115,112,0,0
0.0297,115,112,0,0
0.02971,115,112,0,0
0.02972,115,111,0,0
0.02973,115,111,0,0
0.02974,115,112,0,0
0.02975,115,111,0,0
0.02976,115,111,0,0
0.02977,115,112,0,0
0.02978,115,112,0,0
0.02979,115,112,0,0
0.0298,115,111,0,0
0.02981,115,112,0,0
0.02982,115,112,0,0
0.02983,115,112,0,0
0.02984,115,112,0,0
0.02985,115,112,0,0
0.02986,115,112,0,0
0.02987,115,112,0,0
0.02988,115,111,0,0
0.02989,115,112,0,0
0.0299,115,111,0,0
0.02991,115,112,0,0
0.02992,115,112,0,0
0.02993,115,112,0,0
0.02994,115,112,0,0
0.02995,115,112,0,0
0.02996,115,112,0,0
0.02997,115,112,0,0
0.02998,115,112,0,0
0.02999,115,112,0,0
0.03,179,112,0,0
0.03001,179,112,0,0
0.03002,179,112,0,0
0.03003,179,111,0,0
0.03004,179,112,0,0
0.03005,179,112,0,0
0.03006,179,112,0,0
0.03007,180,112,0,0
0.03008,180,112,0,0
0.03009,180,112,0,0
0.0301,179,112,0,0
0.03011,179,112,0,0
0.03012,180,111,0,0
0.03013,180,111,0,0
0.03014,180,112,0,0
0.03015,179,112,0,0
0.03016,180,112,0,0
0.03017,180,112,0,0
0.03018,180,112,0,0
0.03019,179,112,0,0
0.0302,179,111,0,0
0.03021,180,112,0,0
0.03022,180,112,0,0
0.03023,180,112,0,0
0.03024,179,112,0,0
0.03025,179,111,0,0
0.03026,180,112,0,0
0.03027,180,112,0,0
0.03028,179,112,0,0
0.03029,179,112,0,0
0.0303,179,111,0,0
0.03031,180,111,0,0
0.03032,180,112,0,0
0.03033,180,112,0,0
0.03034,179,111,0,0
0.03035,179,112,0,0
0.03036,180,112,0,0
0.03037,180,112,0,0
0.03038,180,112,0,0
0.03039,179,112,0,0
0.0304,180,111,0,0
0.03041,180,112,0,0
0.03042,180,112,0,0
0.03043,180,112,0,0
0.03044,180,111,0,0
0.03045,180,112,0,0
0.03046,180,112,0,0
0.03047,180,112,0,0
0.03048,180,112,0,0
0.03049,179,112,0,0
0.0305,114,111,0,0
0.03051,115,112,0,0
0.03052,115,112,0,0
0.03053,115,112,0,0
0.03054,115,112,0,0
0.03055,115,112,0,0
0.03056,115,112,0,0
0.03057,115,112,0,0
0.03058,115,112,0,0
0.03059,115,111,0,0
