t_s,a_code,b_code,c,d
0.00908,180,112,0,0
0.00909,179,112,0,0
0.0091,179,111,0,0
0.00911,180,112,0,0
0.00912,180,112,0,0
0.00913,180,112,0,0
0.00914,179,112,0,0
0.00915,179,111,0,0
0.00916,180,111,0,0
0.00917,180,112,0,0
0.00918,180,111,0,0
0.00919,180,112,0,0
0.0092,179,112,0,0
0.00921,180,112,0,0
0.00922,179,112,0,0
0.00923,179,112,0,0
0.00924,179,111,0,0
0.00925,179,112,0,0
0.00926,180,112,0,0
0.00927,180,112,0,0
0.00928,180,112,0,0
0.00929,179,111,0,0
0.0093,179,112,0,0
0.00931,180,112,0,0
0.00932,180,112,0,0
0.00933,180,112,0,0
0.00934,180,112,0,0
0.00935,179,112,0,0
0.00936,180,112,0,0
0.00937,180,112,0,0
0.00938,180,112,0,0
0.00939,179,112,0,0
0.0094,180,111,0,0
0.00941,179,112,0,0
0.00942,180,112,0,0
0.00943,180,112,0,0
0.00944,179,112,0,0
0.00945,179,112,0,0
0.00946,179,111,0,0
0.00947,179,112,0,0
0.00948,180,112,0,0
0.00949,180,112,0,0
0.0095,115,112,0,0
0.00951,115,112,0,0
0.00952,115,112,0,0
0.00953,115,112,0,0
0.00954,115,112,0,0
0.00955,115,112,0,0
0.00956,115,112,0,0
0.00957,115,112,0,0
0.00958,115,112,0,0
0.00959,115,112,0,0
0.0096,115,112,0,0
0.00961,115,112,0,0
0.00962,115,112,0,0
0.00963,115,112,0,0
0.00964,115,111,0,0
0.00965,115,111,0,0
0.00966,115,111,0,0
0.00967,115,112,0,0
0.00968,115,112,0,0
0.00969,115,112,0,0
0.0097,115,112,0,0
0.00971,114,112,0,0
0.00972,115,111,0,0
0.00973,115,112,0,0
0.00974,115,112,0,0
0.00975,115,111,0,0
0.00976,115,111,0,0
0.00977,115,111,0,0
0.00978,115,111,0,0
0.00979,115,112,0,0
0.0098,115,112,0,0
0.00981,115,112,0,0
0.00982,115,112,0,0
0.00983,115,111,0,0
0.00984,115,111,0,0
0.00985,116,112,0,0
0.00986,115,112,0,0
0.00987,115,112,0,0
0.00988,115,112,0,0
0.00989,115,112,0,0
0.0099,115,112,0,0
0.00991,115,112,0,0
0.00992,115,112,0,0
0.00993,115,112,0,0
0.00994,115,112,0,0
0.00995,115,112,0,0
0.00996,115,112,0,0
0.00997,115,112,0,0
0.00998,115,111,0,0
0.00999,115,112,0,0
0.01,180,112,0,0
0.01001,179,112,0,0
0.01002,179,112,0,0
0.01003,179,112,0,0
0.01004,179,112,0,0
0.01005,180,111,0,0
0.01006,179,112,0,0
0.01007,180,112,0,0
0.01008,179,112,0,0
0.01009,180,112,0,0
0.0101,180,112,0,0
0.01011,180,112,0,0
0.01012,179,112,0,0
0.01013,180,112,0,0
0.01014,180,112,0,0
0.01015,180,112,0,0
0.01016,179,112,0,0
0.01017,179,111,0,0
0.01018,180,112,0,0
0.01019,180,112,0,0
0.0102,180,112,0,0
0.01021,180,112,0,0
0.01022,179,112,0,0
0.01023,179,112,0,0
0.01024,180,111,0,0
0.01025,180,112,0,0
0.01026,180,111,0,0
0.01027,179,112,0,0
0.01028,179,112,0,0
0.01029,180,112,0,0
0.0103,180,112,0,0
0.01031,179,112,0,0
0.01032,179,112,0,0
0.01033,179,112,0,0
0.01034,180,111,0,0
0.01035,180,111,0,0
0.01036,180,112,0,0
0.01037,180,112,0,0
0.01038,179,112,0,0
0.01039,180,112,0,0
0.0104,180,111,0,0
0.01041,180,112,0,0
0.01042,179,112,0,0
0.01043,180,112,0,0
0.01044,180,111,0,0
0.01045,180,111,0,0
0.01046,180,112,0,0
0.01047,180,112,0,0
0.01048,179,112,0,0
0.01049,179,112,0,0
0.0105,115,112,0,0
0.01051,116,112,0,0
0.01052,115,112,0,0
0.01053,115,112,0,0
0.01054,115,112,0,0
0.01055,115,112,0,0
0.01056,115,111,0,0
0.01057,115,112,0,0
0.01058,115,112,0,0
0.01059,115,112,0,0
0.0106,115,112,0,0
0.01061,115,112,0,0
0.01062,115,112,0,0
0.01063,115,112,0,0
0.01064,115,112,0,0
0.01065,115,112,0,0
0.01066,116,111,0,0
0.01067,115,112,0,0
0.01068,115,112,0,0
0.01069,115,112,0,0
0.0107,115,112,0,0
0.01071,116,112,0,0
0.01072,115,112,0,0
0.01073,115,112,0,0
0.01074,114,112,0,0
0.01075,115,111,0,0
0.01076,115,111,0,0
0.01077,115,112,0,0
0.01078,115,111,0,0
0.01079,115,112,0,0
0.0108,115,112,0,0
0.01081,115,111,0,0
0.01082,115,112,0,0
0.01083,115,112,0,0
0.01084,115,111,0,0
0.01085,115,112,0,0
0.01086,115,112,0,0
0.01087,115,112,0,0
0.01088,115,112,0,0
0.01089,115,112,0,0
0.0109,115,112,0,0
0.01091,115,112,0,0
0.01092,115,112,0,0
0.01093,115,112,0,0
0.01094,114,112,0,0
0.01095,115,112,0,0
0.01096,115,112,0,0
0.01097,115,112,0,0
0.01098,115,112,0,0
0.01099,115,112,0,0
0.011,180,111,0,0
0.01101,180,111,0,0
0.01102,180,112,0,0
0.01103,180,112,0,0
0.01104,179,112,0,0
0.01105,180,112,0,0
0.01106,180,112,0,0
0.01107,179,112,0,0
0.01108,179,112,0,0
0.01109,180,112,0,0
0.0111,179,112,0,0
0.01111,180,112,0,0
0.01112,180,112,0,0
0.01113,180,112,0,0
0.01114,179,112,0,0
0.01115,179,112,0,0
0.01116,179,111,0,0
0.01117,180,111,0,0
0.01118,180,112,0,0
0.01119,179,112,0,0
0.0112,179,112,0,0
0.01121,180,112,0,0
0.01122,180,112,0,0
0.01123,180,112,0,0
0.01124,180,111,0,0
0.01125,179,112,0,0
0.01126,180,112,0,0
0.01127,180,111,0,0
0.01128,180,112,0,0
0.01129,180,112,0,0
0.0113,179,112,0,0
0.01131,179,111,0,0
0.01132,180,112,0,0
0.01133,180,112,0,0
0.01134,179,111,0,0
0.01135,180,112,0,0
0.01136,179,111,0,0
0.01137,180,111,0,0
0.01138,180,112,0,0
0.01139,179,111,0,0
0.0114,179,112,0,0
0.01141,179,112,0,0
0.01142,179,112,0,0
0.01143,179,112,0,0
0.01144,179,112,0,0
0.01145,179,112,0,0
0.01146,179,112,0,0
0.01147,180,112,0,0
0.01148,180,112,0,0
0.01149,179,112,0,0
0.0115,115,112,0,0
0.01151,114,112,0,0
0.01152,115,111,0,0
0.01153,116,112,0,0
0.01154,115,112,0,0
0.01155,115,112,0,0
0.01156,115,112,0,0
0.01157,115,112,0,0
0.01158,115,112,0,0
0.01159,115,112,0,0
0.0116,115,112,0,0
0.01161,115,112,0,0
0.01162,115,112,0,0
0.01163,115,112,0,0
0.01164,115,112,0,0
0.01165,115,111,0,0
0.01166,115,112,0,0
0.01167,115,112,0,0
0.01168,115,112,0,0
0.01169,115,112,0,0
0.0117,115,112,0,0
0.01171,115,112,0,0
0.01172,114,112,0,0
0.01173,115,112,0,0
0.01174,115,112,0,0
0.01175,115,111,0,0
0.01176,115,112,0,0
0.01177,115,112,0,0
0.01178,115,112,0,0
0.01179,115,112,0,0
0.0118,115,112,0,0
0.01181,115,112,0,0
0.01182,115,112,0,0
0.01183,115,112,0,0
0.01184,115,112,0,0
0.01185,115,112,0,0
0.01186,115,111,0,0
0.01187,115,112,0,0
0.01188,115,112,0,0
0.01189,115,112,0,0
0.0119,115,112,0,0
0.01191,115,112,0,0
0.01192,115,112,0,0
0.01193,115,112,0,0
0.01194,115,112,0,0
0.01195,115,111,0,0
0.01196,115,112,0,0
0.01197,115,112,0,0
0.01198,115,112,0,0
0.01199,115,111,0,0
0.012,180,112,0,0
0.01201,179,111,0,0
0.01202,179,112,0,0
0.01203,179,112,0,0
0.01204,180,112,0,0
0.01205,180,112,0,0
0.01206,179,112,0,0
0.01207,179,112,0,0
0.01208,180,112,0,0
0.01209,180,112,0,0
0.0121,180,112,0,0
0.01211,179,112,0,0
0.01212,179,111,0,0
0.01213,180,112,0,0
0.01214,180,112,0,0
0.01215,179,112,0,0
0.01216,179,112,0,0
0.01217,179,112,0,0
0.01218,180,112,0,0
0.01219,180,112,0,0
0.0122,179,111,0,0
0.01221,179,112,0,0
0.01222,179,112,0,0
0.01223,179,112,0,0
0.01224,180,112,0,0
0.01225,179,112,0,0
0.01226,179,111,0,0
0.01227,179,111,0,0
0.01228,179,112,0,0
0.01229,180,112,0,0
0.0123,180,111,0,0
0.01231,180,112,0,0
0.01232,180,112,0,0
0.01233,179,112,0,0
0.01234,180,112,0,0
0.01235,180,112,0,0
0.01236,180,112,0,0
0.01237,180,112,0,0
0.01238,180,112,0,0
0.01239,180,111,0,0
0.0124,180,111,0,0
0.01241,180,112,0,0
0.01242,180,112,0,0
0.01243,179,112,0,0
0.01244,180,112,0,0
0.01245,180,112,0,0
0.01246,180,112,0,0
0.01247,179,111,0,0
0.01248,179,112,0,0
0.01249,180,111,0,0
0.0125,115,112,0,0
0.01251,115,111,0,0
0.01252,115,112,0,0
0.01253,115,112,0,0
0.01254,115,112,0,0
0.01255,115,112,0,0
0.01256,115,112,0,0
0.01257,115,112,0,0
0.01258,114,111,0,0
0.01259,115,112,0,0
0.0126,115,112,0,0
0.01261,115,112,0,0
0.01262,115,112,0,0
0.01263,115,112,0,0
0.01264,115,112,0,0
0.01265,116,112,0,0
0.01266,115,112,0,0
0.01267,115,112,0,0
0.01268,115,112,0,0
0.01269,115,112,0,0
0.0127,115,112,0,0
0.01271,115,112,0,0
0.01272,115,112,0,0
0.01273,115,112,0,0
0.01274,115,112,0,0
0.01275,115,112,0,0
0.01276,115,112,0,0
0.01277,115,112,0,0
0.01278,115,111,0,0
0.01279,115,111,0,0
0.0128,115,112,0,0
0.01281,115,112,0,0
0.01282,115,112,0,0
0.01283,115,111,0,0
0.01284,115,112,0,0
0.01285,115,112,0,0
0.01286,115,112,0,0
0.01287,115,112,0,0
0.01288,115,112,0,0
0.01289,115,112,0,0
0.0129,115,112,0,0
0.01291,115,112,0,0
0.01292,115,112,0,0
0.01293,115,111,0,0
0.01294,115,112,0,0
0.01295,115,112,0,0
0.01296,115,112,0,0
0.01297,115,112,0,0
0.01298,115,112,0,0
0.01299,115,112,0,0
0.013,180,111,0,0
0.01301,180,112,0,0
0.01302,179,112,0,0
0.01303,179,112,0,0
0.01304,179,111,0,0
0.01305,180,112,0,0
0.01306,180,111,0,0
0.01307,179,112,0,0
0.01308,179,111,0,0
0.01309,179,111,0,0
0.0131,180,111,0,0
0.01311,180,111,0,0
0.01312,180,112,0,0
0.01313,179,111,0,0
0.01314,179,112,0,0
0.01315,180,112,0,0
0.01316,180,112,0,0
0.01317,180,112,0,0
0.01318,180,112,0,0
0.01319,180,111,0,0
0.0132,180,112,0,0
0.01321,180,112,0,0
0.01322,180,111,0,0
0.01323,180,112,0,0
0.01324,180,112,0,0
0.01325,180,112,0,0
0.01326,180,112,0,0
0.01327,180,112,0,0
0.01328,180,112,0,0
0.01329,179,112,0,0
0.0133,180,112,0,0
0.01331,179,111,0,0
0.01332,180,112,0,0
0.01333,180,112,0,0
0.01334,179,112,0,0
0.01335,179,112,0,0
0.01336,180,112,0,0
0.01337,180,112,0,0
0.01338,180,112,0,0
0.01339,179,112,0,0
0.0134,180,112,0,0
0.01341,180,111,0,0
0.01342,180,112,0,0
0.01343,180,111,0,0
0.01344,180,112,0,0
0.01345,180,112,0,0
0.01346,180,112,0,0
0.01347,180,112,0,0
0.01348,180,112,0,0
0.01349,179,112,0,0
0.0135,115,112,0,0
0.01351,115,112,0,0
0.01352,115,111,0,0
0.01353,115,112,0,0
0.01354,115,112,0,0
0.01355,115,112,0,0
0.01356,115,112,0,0
0.01357,115,112,0,0
0.01358,115,112,0,0
0.01359,114,112,0,0
0.0136,115,112,0,0
0.01361,115,112,0,0
0.01362,115,112,0,0
0.01363,115,112,0,0
0.01364,115,112,0,0
0.01365,114,112,0,0
0.01366,115,112,0,0
0.01367,116,112,0,0
0.01368,115,112,0,0
0.01369,115,111,0,0
0.0137,115,112,0,0
0.01371,115,112,0,0
0.01372,115,112,0,0
0.01373,115,111,0,0
0.01374,115,112,0,0
0.01375,115,112,0,0
0.01376,115,112,0,0
0.01377,115,111,0,0
0.01378,115,112,0,0
0.01379,115,112,0,0
0.0138,115,112,0,0
0.01381,115,112,0,0
0.01382,115,112,0,0
0.01383,115,112,0,0
0.01384,115,111,0,0
0.01385,115,112,0,0
0.01386,115,112,0,0
0.01387,115,112,0,0
0.01388,115,112,0,0
0.01389,115,112,0,0
0.0139,115,112,0,0
0.01391,115,111,0,0
0.01392,115,112,0,0
0.01393,116,111,0,0
0.01394,115,112,0,0
0.01395,114,111,0,0
0.01396,115,112,0,0
0.01397,115,111,0,0
0.01398,115,112,0,0
0.01399,115,111,0,0
0.014,179,112,0,0
0.01401,180,112,0,0
0.01402,180,112,0,0
0.01403,180,112,0,0
0.01404,180,112,0,0
0.01405,179,112,0,0
0.01406,180,112,0,0
0.01407,180,112,0,0
0.01408,180,112,0,0
0.01409,179,111,0,0
0.0141,179,112,0,0
0.01411,179,112,0,0
0.01412,180,112,0,0
0.01413,180,112,0,0
0.01414,179,112,0,0
0.01415,179,112,0,0
0.01416,179,112,0,0
0.01417,180,112,0,0
0.01418,180,112,0,0
0.01419,179,112,0,0
0.0142,180,112,0,0
0.01421,179,112,0,0
0.01422,180,112,0,0
0.01423,180,112,0,0
0.01424,180,112,0,0
0.01425,179,112,0,0
0.01426,180,112,0,0
0.01427,180,112,0,0
0.01428,180,112,0,0
0.01429,180,112,0,0
0.0143,180,112,0,0
0.01431,179,112,0,0
0.01432,180,112,0,0
0.01433,180,112,0,0
0.01434,180,111,0,0
0.01435,180,112,0,0
0.01436,179,111,0,0
0.01437,180,112,0,0
0.01438,180,112,0,0
0.01439,180,111,0,0
0.0144,179,112,0,0
0.01441,179,112,0,0
0.01442,179,112,0,0
0.01443,180,112,0,0
0.01444,180,111,0,0
0.01445,179,112,0,0
0.01446,179,112,0,0
0.01447,179,112,0,0
0.01448,180,111,0,0
0.01449,180,111,0,0
0.0145,115,112,0,0
0.01451,115,112,0,0
0.01452,115,111,0,0
0.01453,115,112,0,0
0.01454,115,112,0,0
0.01455,115,112,0,0
0.01456,115,111,0,0
0.01457,115,112,0,0
0.01458,115,112,0,0
0.01459,116,111,0,0
0.0146,115,112,0,0
0.01461,115,112,0,0
0.01462,115,112,0,0
0.01463,115,111,0,0
0.01464,115,112,0,0
0.01465,115,112,0,0
0.01466,115,112,0,0
0.01467,115,112,0,0
0.01468,115,112,0,0
0.01469,115,112,0,0
0.0147,115,112,0,0
0.01471,115,112,0,0
0.01472,115,112,0,0
0.01473,115,112,0,0
0.01474,115,112,0,0
0.01475,115,111,0,0
0.01476,115,112,0,0
0.01477,115,112,0,0
0.01478,115,112,0,0
0.01479,115,112,0,0
0.0148,115,111,0,0
0.01481,115,112,0,0
0.01482,115,112,0,0
0.01483,115,111,0,0
0.01484,115,112,0,0
0.01485,115,112,0,0
0.01486,115,111,0,0
0.01487,115,112,0,0
0.01488,115,112,0,0
0.01489,116,112,0,0
0.0149,115,112,0,0
0.01491,115,112,0,0
0.01492,115,112,0,0
0.01493,115,112,0,0
0.01494,116,112,0,0
0.01495,115,112,0,0
0.01496,115,112,0,0
0.01497,115,111,0,0
0.01498,115,112,0,0
0.01499,115,112,0,0
0.015,180,112,0,0
0.01501,179,112,0,0
0.01502,179,112,0,0
0.01503,179,112,0,0
0.01504,180,112,0,0
0.01505,180,111,0,0
0.01506,179,112,0,0
0.01507,179,112,0,0
0.01508,179,112,0,0
0.01509,180,112,0,0
0.0151,180,112,0,0
0.01511,180,112,0,0
0.01512,180,112,0,0
0.01513,180,112,0,0
0.01514,180,112,0,0
0.01515,180,112,0,0
0.01516,180,112,0,0
0.01517,180,112,0,0
0.01518,179,112,0,0
0.01519,180,111,0,0
0.0152,180,112,0,0
0.01521,180,111,0,0
0.01522,179,112,0,0
0.01523,179,111,0,0
0.01524,180,111,0,0
0.01525,180,112,0,0
0.01526,180,112,0,0
0.01527,179,112,0,0
0.01528,179,112,0,0
0.01529,179,112,0,0
0.0153,180,112,0,0
0.01531,179,112,0,0
0.01532,179,112,0,0
0.01533,179,112,0,0
0.01534,180,111,0,0
0.01535,180,112,0,0
0.01536,180,112,0,0
0.01537,179,112,0,0
0.01538,180,111,0,0
0.01539,180,112,0,0
0.0154,180,112,0,0
0.01541,180,112,0,0
0.01542,179,112,0,0
0.01543,180,112,0,0
0.01544,179,111,0,0
0.01545,180,111,0,0
0.01546,180,112,0,0
0.01547,180,112,0,0
0.01548,179,112,0,0
0.01549,179,112,0,0
0.0155,115,112,0,0
0.01551,115,112,0,0
0.01552,116,111,0,0
0.01553,114,112,0,0
0.01554,115,112,0,0
0.01555,115,112,0,0
0.01556,115,112,0,0
0.01557,115,112,0,0
0.01558,115,112,0,0
0.01559,115,111,0,0
0.0156,115,112,0,0
0.01561,115,112,0,0
0.01562,115,112,0,0
0.01563,115,112,0,0
0.01564,115,111,0,0
0.01565,115,112,0,0
0.01566,115,112,0,0
0.01567,115,112,0,0
0.01568,115,112,0,0
0.01569,115,112,0,0
0.0157,115,111,0,0
0.01571,115,112,0,0
0.01572,115,111,0,0
0.01573,115,112,0,0
0.01574,115,112,0,0
0.01575,115,112,0,0
0.01576,115,111,0,0
0.01577,115,112,0,0
0.01578,115,112,0,0
0.01579,115,112,0,0
0.0158,115,111,0,0
0.01581,115,111,0,0
0.01582,115,112,0,0
0.01583,115,112,0,0
0.01584,115,112,0,0
0.01585,115,112,0,0
0.01586,115,111,0,0
0.01587,115,111,0,0
0.01588,115,112,0,0
0.01589,115,112,0,0
0.0159,115,112,0,0
0.01591,115,112,0,0
0.01592,115,112,0,0
0.01593,115,112,0,0
0.01594,115,112,0,0
0.01595,115,112,0,0
0.01596,115,112,0,0
0.01597,116,111,0,0
0.01598,115,112,0,0
0.01599,115,112,0,0
0.016,180,112,0,0
0.01601,180,112,0,0
0.01602,180,112,0,0
0.01603,180,112,0,0
0.01604,179,112,0,0
0.01605,179,111,0,0
0.01606,180,112,0,0
0.01607,180,112,0,0
0.01608,180,111,0,0
0.01609,179,112,0,0
0.0161,180,111,0,0
0.01611,180,112,0,0
0.01612,180,111,0,0
0.01613,180,112,0,0
0.01614,179,112,0,0
0.01615,180,111,0,0
0.01616,179,111,0,0
0.01617,180,112,0,0
0.01618,180,111,0,0
0.01619,179,112,0,0
0.0162,180,112,0,0
0.01621,179,112,0,0
0.01622,180,112,0,0
0.01623,180,112,0,0
0.01624,180,111,0,0
0.01625,180,111,0,0
0.01626,180,112,0,0
0.01627,180,112,0,0
0.01628,180,112,0,0
0.01629,180,112,0,0
0.0163,179,112,0,0
0.01631,180,111,0,0
0.01632,180,112,0,0
0.01633,180,112,0,0
0.01634,180,112,0,0
0.01635,179,112,0,0
0.01636,179,112,0,0
0.01637,179,112,0,0
0.01638,180,112,0,0
0.01639,179,112,0,0
0.0164,179,112,0,0
0.01641,179,111,0,0
0.01642,180,112,0,0
0.01643,180,112,0,0
0.01644,180,112,0,0
0.01645,179,112,0,0
0.01646,179,112,0,0
0.01647,180,112,0,0
0.01648,180,112,0,0
0.01649,180,112,0,0
0.0165,115,112,0,0
0.01651,115,112,0,0
0.01652,115,112,0,0
0.01653,115,112,0,0
0.01654,115,112,0,0
0.01655,115,112,0,0
0.01656,115,112,0,0
0.01657,115,112,0,0
0.01658,115,112,0,0
0.01659,115,112,0,0
0.0166,115,111,0,0
0.01661,115,112,0,0
0.01662,115,112,0,0
0.01663,115,112,0,0
0.01664,115,112,0,0
0.01665,115,112,0,0
0.01666,115,111,0,0
0.01667,114,112,0,0
0.01668,115,112,0,0
0.01669,115,112,0,0
0.0167,115,112,0,0
0.01671,115,112,0,0
0.01672,115,112,0,0
0.01673,115,112,0,0
0.01674,115,111,0,0
0.01675,115,112,0,0
0.01676,115,112,0,0
0.01677,115,112,0,0
0.01678,115,111,0,0
0.01679,115,112,0,0
0.0168,115,112,0,0
0.01681,115,112,0,0
0.01682,115,112,0,0
0.01683,115,112,0,0
0.01684,116,112,0,0
0.01685,115,112,0,0
0.01686,115,112,0,0
0.01687,115,112,0,0
0.01688,115,112,0,0
0.01689,115,112,0,0
0.0169,115,111,0,0
0.01691,115,111,0,0
0.01692,115,112,0,0
0.01693,114,112,0,0
0.01694,115,112,0,0
0.01695,115,112,0,0
0.01696,115,112,0,0
0.01697,115,111,0,0
0.01698,115,112,0,0
0.01699,115,112,0,0
0.017,180,112,0,0
0.01701,180,112,0,0
0.01702,179,112,0,0
0.01703,179,111,0,0
0.01704,180,111,0,0
0.01705,180,112,0,0
0.01706,180,112,0,0
0.01707,180,112,0,0
0.01708,179,112,0,0
0.01709,180,112,0,0
0.0171,180,111,0,0
0.01711,180,112,0,0
0.01712,180,112,0,0
0.01713,179,111,0,0
0.01714,180,112,0,0
0.01715,180,112,0,0
0.01716,180,112,0,0
0.01717,179,111,0,0
0.01718,179,112,0,0
0.01719,179,112,0,0
0.0172,180,112,0,0
0.01721,180,112,0,0
0.01722,179,112,0,0
0.01723,179,111,0,0
0.01724,179,111,0,0
0.01725,179,112,0,0
0.01726,180,112,0,0
0.01727,179,112,0,0
0.01728,179,112,0,0
0.01729,179,111,0,0
0.0173,180,112,0,0
0.01731,180,112,0,0
0.01732,179,112,0,0
0.01733,179,112,0,0
0.01734,179,112,0,0
0.01735,180,112,0,0
0.01736,180,112,0,0
0.01737,180,112,0,0
0.01738,179,111,0,0
0.01739,179,112,0,0
0.0174,179,112,0,0
0.01741,180,112,0,0
0.01742,179,112,0,0
0.01743,179,112,0,0
0.01744,179,112,0,0
0.01745,180,112,0,0
0.01746,180,112,0,0
0.01747,179,112,0,0
0.01748,179,112,0,0
0.01749,179,111,0,0
0.0175,115,112,0,0
0.01751,116,112,0,0
0.01752,115,112,0,0
0.01753,115,112,0,0
0.01754,115,112,0,0
0.01755,115,112,0,0
0.01756,115,111,0,0
0.01757,115,112,0,0
0.01758,115,112,0,0
0.01759,115,111,0,0
0.0176,115,112,0,0
0.01761,116,112,0,0
0.01762,115,112,0,0
0.01763,115,112,0,0
0.01764,115,112,0,0
0.01765,115,112,0,0
0.01766,116,112,0,0
0.01767,115,112,0,0
0.01768,115,112,0,0
0.01769,115,112,0,0
0.0177,115,112,0,0
0.01771,115,112,0,0
0.01772,115,112,0,0
0.01773,115,112,0,0
0.01774,115,112,0,0
0.01775,115,112,0,0
0.01776,115,112,0,0
0.01777,115,112,0,0
0.01778,115,111,0,0
0.01779,115,112,0,0
0.0178,115,112,0,0
0.01781,115,112,0,0
0.01782,115,112,0,0
0.01783,115,112,0,0
0.01784,115,112,0,0
0.01785,115,112,0,0
0.01786,115,112,0,0
0.01787,115,112,0,0
0.01788,115,112,0,0
0.01789,115,112,0,0
0.0179,115,112,0,0
0.01791,115,112,0,0
0.01792,115,112,0,0
0.01793,115,111,0,0
0.01794,115,111,0,0
0.01795,115,111,0,0
0.01796,115,111,0,0
0.01797,115,112,0,0
0.01798,115,112,0,0
0.01799,115,112,0,0
0.018,179,112,0,0
0.01801,179,112,0,0
0.01802,180,112,0,0
0.01803,180,112,0,0
0.01804,179,111,0,0
0.01805,179,112,0,0
0.01806,179,112,0,0
0.01807,180,111,0,0
0.01808,180,112,0,0
0.01809,179,111,0,0
0.0181,179,111,0,0
0.01811,179,112,0,0
0.01812,180,112,0,0
0.01813,180,112,0,0
0.01814,180,112,0,0
0.01815,179,112,0,0
0.01816,179,112,0,0
0.01817,180,112,0,0
0.01818,180,111,0,0
0.01819,180,112,0,0
0.0182,179,112,0,0
0.01821,179,112,0,0
0.01822,180,112,0,0
0.01823,180,112,0,0
0.01824,180,112,0,0
0.01825,179,112,0,0
0.01826,180,112,0,0
0.01827,180,112,0,0
0.01828,180,112,0,0
0.01829,179,111,0,0
0.0183,179,111,0,0
0.01831,179,112,0,0
0.01832,180,112,0,0
0.01833,179,112,0,0
0.01834,180,112,0,0
0.01835,179,112,0,0
0.01836,179,112,0,0
0.01837,179,112,0,0
0.01838,180,112,0,0
0.01839,180,112,0,0
0.0184,179,112,0,0
0.01841,179,112,0,0
0.01842,179,112,0,0
0.01843,180,112,0,0
0.01844,179,112,0,0
0.01845,180,112,0,0
0.01846,179,112,0,0
0.01847,179,112,0,0
0.01848,180,112,0,0
0.01849,180,112,0,0
0.0185,115,112,0,0
0.01851,115,111,0,0
0.01852,115,112,0,0
0.01853,115,112,0,0
0.01854,115,112,0,0
0.01855,115,112,0,0
0.01856,115,112,0,0
0.01857,115,112,0,0
0.01858,115,111,0,0
0.01859,115,112,0,0
0.0186,115,112,0,0
0.01861,115,112,0,0
0.01862,115,112,0,0
0.01863,115,112,0,0
0.01864,115,112,0,0
0.01865,115,112,0,0
0.01866,115,112,0,0
0.01867,115,112,0,0
0.01868,115,111,0,0
0.01869,115,112,0,0
0.0187,115,112,0,0
0.01871,115,112,0,0
0.01872,115,112,0,0
0.01873,116,112,0,0
0.01874,115,112,0,0
0.01875,115,112,0,0
0.01876,115,112,0,0
0.01877,115,112,0,0
0.01878,115,112,0,0
0.01879,115,112,0,0
0.0188,115,112,0,0
0.01881,115,112,0,0
0.01882,115,112,0,0
0.01883,115,112,0,0
0.01884,115,112,0,0
0.01885,115,112,0,0
0.01886,115,112,0,0
0.01887,115,111,0,0
0.01888,115,112,0,0
0.01889,115,112,0,0
0.0189,115,111,0,0
0.01891,115,112,0,0
0.01892,115,112,0,0
0.01893,115,112,0,0
0.01894,115,112,0,0
0.01895,115,112,0,0
0.01896,115,112,0,0
0.01897,115,112,0,0
0.01898,115,112,0,0
0.01899,115,112,0,0
0.019,180,112,0,0
0.01901,179,112,0,0
0.01902,179,112,0,0
0.01903,179,112,0,0
0.01904,180,112,0,0
0.01905,180,112,0,0
0.01906,180,112,0,0
0.01907,179,112,0,0
0.01908,179,111,0,0
0.01909,180,112,0,0
0.0191,180,112,0,0
0.01911,180,111,0,0
0.01912,179,112,0,0
0.01913,179,112,0,0
0.01914,180,112,0,0
0.01915,180,112,0,0
0.01916,180,112,0,0
0.01917,179,112,0,0
0.01918,179,112,0,0
0.01919,180,112,0,0
0.0192,180,111,0,0
0.01921,180,112,0,0
0.01922,179,112,0,0
0.01923,180,112,0,0
0.01924,180,112,0,0
0.01925,180,111,0,0
0.01926,180,112,0,0
0.01927,179,111,0,0
0.01928,179,112,0,0
0.01929,180,112,0,0
0.0193,180,112,0,0
0.01931,180,111,0,0
0.01932,179,112,0,0
0.01933,179,111,0,0
0.01934,180,112,0,0
0.01935,180,112,0,0
0.01936,180,111,0,0
0.01937,179,111,0,0
0.01938,179,112,0,0
0.01939,180,112,0,0
0.0194,180,112,0,0
0.01941,180,112,0,0
0.01942,179,112,0,0
0.01943,179,112,0,0
0.01944,179,112,0,0
0.01945,180,112,0,0
0.01946,180,112,0,0
0.01947,179,112,0,0
0.01948,179,112,0,0
0.01949,180,111,0,0
0.0195,115,112,0,0
0.01951,115,112,0,0
0.01952,115,111,0,0
0.01953,115,112,0,0
0.01954,115,111,0,0
0.01955,115,111,0,0
0.01956,116,112,0,0
0.01957,115,112,0,0
0.01958,115,111,0,0
0.01959,115,112,0,0
0.0196,115,112,0,0
0.01961,116,112,0,0
0.01962,115,112,0,0
0.01963,115,112,0,0
0.01964,115,112,0,0
0.01965,115,112,0,0
0.01966,116,112,0,0
0.01967,115,112,0,0
0.01968,115,112,0,0
0.01969,115,112,0,0
0.0197,115,112,0,0
0.01971,116,112,0,0
0.01972,115,112,0,0
0.01973,115,112,0,0
0.01974,115,112,0,0
0.01975,115,112,0,0
0.01976,115,112,0,0
0.01977,115,112,0,0
0.01978,115,112,0,0
0.01979,115,112,0,0
0.0198,115,112,0,0
0.01981,115,112,0,0
0.01982,115,111,0,0
0.01983,115,112,0,0
